age,overall,pace,shooting,passing,dribbling,defending,physic
28,73,77,69,70,76,32,53
27,73,76,64,72,76,25,60
28,73,73,56,70,64,73,78
31,73,63,71,56,65,33,78
29,73,49,49,43,41,71,82
28,73,69,68,72,75,31,58
28,73,75,59,68,70,68,67
29,73,81,71,67,73,51,78
32,73,86,70,68,75,44,67
31,73,54,33,48,50,73,72
26,73,81,64,69,77,40,50
33,73,81,68,70,75,57,60
26,73,91,59,66,77,34,52
28,73,88,60,67,77,27,46
28,73,89,72,64,74,21,64
29,73,54,33,35,40,75,74
30,73,54,49,56,58,72,77
27,73,74,72,60,61,27,73
28,73,68,64,72,74,65,70
28,73,65,68,75,72,46,70
30,73,63,74,73,71,59,71
29,73,51,28,51,52,71,84
27,73,65,69,49,65,25,75
29,73,81,70,66,74,25,63
29,73,73,72,55,72,29,69
29,73,76,71,58,66,44,81
28,73,84,62,67,71,67,71
28,73,85,68,67,78,30,56
28,73,93,66,62,76,41,50
27,73,67,73,64,69,27,71
27,73,81,69,66,76,45,75
30,73,75,33,60,68,72,68
29,73,74,70,71,75,43,60
28,73,69,67,71,78,32,53
31,73,78,67,70,73,59,61
28,73,81,71,71,75,44,59
29,73,73,71,57,73,24,64
27,73,74,72,72,73,42,62
31,73,65,63,73,72,67,78
32,73,63,73,48,64,33,76
28,73,88,67,67,73,53,66
30,73,48,71,59,63,43,79
30,73,79,70,67,71,35,82
27,73,78,71,65,74,40,67
29,73,74,67,69,76,36,64
30,73,78,73,62,75,37,68
30,73,81,72,67,77,34,75
29,73,88,63,67,76,43,65
34,73,68,48,51,55,73,77
27,73,90,67,64,78,29,65
27,73,75,49,65,68,72,77
29,73,79,69,71,74,42,57
31,73,69,74,71,73,68,75
28,73,75,63,75,68,68,71
32,73,80,70,66,74,24,69
28,73,64,51,63,65,77,76
28,73,73,53,67,70,69,78
29,73,89,60,65,80,31,46
28,73,91,68,57,75,42,69
31,73,44,30,44,43,71,82
29,73,40,58,65,67,66,75
28,73,85,59,66,79,44,51
29,73,90,60,60,73,68,71
30,73,48,60,63,61,71,79
29,73,75,42,57,53,72,75
27,73,78,67,70,78,42,46
26,73,88,63,65,69,60,71
30,73,74,71,62,74,28,70
32,73,79,71,54,70,35,65
28,73,92,66,66,74,45,51
29,73,52,41,47,48,72,78
27,73,90,63,66,78,36,45
29,73,73,73,70,73,30,62
26,73,81,68,70,74,34,60
27,73,59,66,66,68,74,71
28,73,62,41,51,54,69,83
31,73,70,48,62,65,74,77
27,73,75,49,60,68,71,71
27,73,66,58,60,63,71,78
35,73,64,53,65,63,73,75
31,73,80,65,68,72,33,57
35,73,57,75,60,70,36,67
27,73,60,64,68,64,71,78
35,73,88,68,68,77,67,57
35,73,74,46,68,75,69,58
27,73,56,46,59,50,73,75
27,73,38,47,49,49,74,71
35,73,82,69,73,74,43,53
31,73,75,65,66,62,74,67
31,73,57,57,67,68,75,72
35,73,74,72,68,73,28,62
35,73,79,45,61,69,69,73
27,73,75,60,70,72,27,51
30,73,71,53,65,71,72,73
29,73,74,72,51,70,29,60
28,73,58,71,75,71,37,60
30,73,69,58,61,56,72,81
27,73,71,74,72,73,41,65
29,73,74,54,61,70,72,76
29,73,83,63,65,78,44,50
31,73,63,72,77,71,56,67
27,73,72,57,63,69,72,74
26,73,64,72,60,71,33,62
18,72,86,70,66,76,37,55
18,72,91,65,61,76,55,70
17,72,70,63,70,78,39,53
21,72,89,63,61,76,44,52
21,72,89,69,63,74,37,51
20,72,69,56,67,74,67,71
19,72,88,65,60,79,34,47
20,72,85,64,65,79,32,50
19,72,84,63,64,79,47,53
19,72,83,41,60,73,70,64
19,72,83,60,65,79,29,58
21,72,94,61,63,73,27,57
21,72,63,65,68,67,60,60
20,72,51,33,43,42,76,66
19,72,71,67,77,75,53,54
20,72,86,68,64,71,31,72
19,72,87,51,58,72,67,74
21,72,74,60,68,78,49,57
22,72,79,62,69,74,67,76
21,72,79,51,60,70,70,66
22,72,84,53,63,75,66,76
21,72,80,35,55,65,71,71
20,72,60,38,45,55,73,70
22,72,65,52,63,71,70,71
21,72,71,61,69,77,63,64
22,72,73,48,65,67,72,70
21,72,74,33,53,61,73,72
21,72,81,67,64,76,43,66
21,72,81,62,67,69,70,81
19,72,84,72,63,73,35,68
21,72,79,65,61,78,38,63
20,72,83,50,68,77,68,57
19,72,66,62,65,62,72,71
20,72,81,68,68,75,32,63
20,72,62,50,58,50,69,75
21,72,75,53,66,71,72,65
22,72,51,55,60,59,74,70
22,72,54,33,49,45,73,77
22,72,78,69,66,77,37,61
22,72,66,42,62,63,71,77
22,72,61,33,44,44,70,84
21,72,78,66,53,71,24,73
22,72,57,35,36,53,74,74
21,72,73,69,72,77,52,60
22,72,82,46,69,71,68,67
22,72,69,70,62,71,34,63
21,72,73,51,67,72,69,66
20,72,81,42,64,70,68,78
22,72,62,59,62,61,71,78
20,72,66,62,72,72,60,62
21,72,73,37,49,56,73,72
23,72,72,42,69,70,70,64
21,72,68,30,40,55,72,77
22,72,64,46,64,70,72,70
23,72,92,67,57,77,30,48
22,72,84,70,52,69,24,74
20,72,76,58,66,72,68,78
23,72,63,41,54,55,72,74
22,72,63,56,68,71,67,66
21,72,74,59,68,72,63,71
21,72,62,40,56,58,69,74
23,72,59,72,54,68,39,75
23,72,71,68,59,73,36,71
23,72,72,67,67,71,60,72
22,72,74,52,55,63,69,77
22,72,59,29,43,38,75,68
23,72,83,71,67,79,36,47
23,72,78,62,66,75,65,69
23,72,89,66,61,76,41,70
23,72,87,70,68,72,36,66
21,72,63,46,69,75,66,61
21,72,81,66,60,80,28,46
22,72,75,69,67,77,36,59
22,72,74,37,60,58,69,74
22,72,81,43,64,71,66,75
20,72,83,67,62,76,24,56
21,72,83,64,62,77,30,61
23,72,81,49,63,70,68,79
21,72,66,58,70,72,64,65
21,72,81,67,65,75,33,57
23,72,76,69,63,74,38,65
24,72,77,73,62,76,32,61
23,72,71,39,55,60,72,74
25,72,61,32,47,59,70,78
24,72,34,27,49,45,74,69
24,72,69,45,66,67,70,64
23,72,72,66,68,70,66,75
23,72,67,57,71,72,68,64
24,72,59,46,62,66,69,76
21,72,84,73,61,71,27,72
23,72,79,56,62,71,69,73
23,72,59,30,48,54,73,71
22,72,67,36,63,68,73,63
24,72,67,51,62,66,70,76
22,72,74,67,67,74,37,58
23,72,81,64,68,76,72,79
22,72,84,65,71,71,50,72
22,72,67,55,65,73,70,66
23,72,75,70,58,72,26,56
23,72,71,69,71,74,68,67
24,72,67,72,62,72,32,68
21,72,87,68,61,77,29,42
24,72,76,55,67,69,67,66
22,72,73,59,69,73,64,69
23,72,68,49,51,56,70,79
22,72,69,54,62,62,69,76
22,72,79,74,63,76,30,62
24,72,71,71,49,66,25,70
23,72,77,42,60,60,73,76
21,72,86,41,50,65,68,66
23,72,53,51,66,65,69,76
24,72,76,70,71,72,65,67
24,72,65,42,51,53,72,69
23,72,73,63,73,77,40,42
24,72,67,57,69,75,63,67
23,72,73,70,65,77,30,48
23,72,69,71,53,67,27,60
22,72,80,61,67,79,34,58
23,72,79,66,70,77,25,60
22,72,71,61,72,76,59,66
22,72,68,57,71,72,67,80
24,72,90,76,65,70,31,69
21,72,71,61,71,77,38,57
22,72,88,64,63,77,27,52
23,72,73,72,72,73,56,66
24,72,66,32,61,61,71,74
23,72,76,73,60,70,32,67
23,72,81,65,68,74,28,54
22,72,48,64,68,69,69,59
23,72,87,57,67,71,67,70
23,72,72,67,67,68,45,80
21,72,82,45,63,68,69,66
24,72,45,35,46,51,73,77
22,72,86,71,57,76,27,62
22,72,60,64,65,66,72,70
23,72,69,44,66,66,69,69
22,72,78,67,69,77,32,49
23,72,84,60,64,70,67,69
23,72,71,60,67,70,70,71
26,72,68,62,65,67,72,76
24,72,85,66,64,76,26,52
24,72,70,56,71,74,62,68
24,72,76,64,70,72,64,60
23,72,80,68,68,75,31,54
23,72,60,56,73,71,62,62
24,72,91,57,66,76,40,49
22,72,70,63,68,73,63,71
24,72,90,63,61,70,65,79
23,72,79,59,74,79,66,62
24,72,54,62,72,67,69,70
25,72,69,60,63,71,69,76
23,72,66,69,49,65,27,70
24,72,64,43,64,65,72,65
24,72,71,69,68,72,68,76
23,72,75,64,71,74,69,65
23,72,57,55,71,71,64,63
24,72,72,49,61,69,71,70
24,72,67,64,72,68,66,68
24,72,81,68,63,78,26,61
24,72,71,72,61,70,23,73
23,72,67,74,52,71,21,64
25,72,79,63,71,75,50,62
24,72,78,70,68,75,33,56
24,72,83,72,54,75,25,59
24,72,82,70,68,77,51,66
26,72,71,65,66,68,67,74
24,72,67,36,57,65,74,79
22,72,87,69,64,73,23,54
23,72,85,67,61,77,27,66
24,72,87,68,61,75,29,67
26,72,52,55,55,54,69,84
25,72,84,70,68,68,66,80
23,72,71,67,48,67,41,67
24,72,66,63,72,72,43,61
25,72,66,71,59,67,52,78
25,72,67,71,58,66,34,68
26,72,46,38,57,56,72,69
25,72,67,70,66,72,47,64
26,72,73,49,53,63,71,74
24,72,75,67,69,76,43,59
26,72,50,31,42,44,72,78
25,72,73,57,68,71,71,66
25,72,71,69,63,71,35,68
25,72,73,69,68,74,34,45
24,72,77,74,66,75,33,61
26,72,68,57,65,67,68,70
25,72,52,33,45,43,71,77
24,72,63,67,72,73,56,54
24,72,68,32,67,65,71,67
24,72,66,71,71,72,52,72
24,72,77,41,63,64,70,75
24,72,66,36,52,56,72,72
24,72,80,62,70,73,34,61
24,72,58,70,70,68,66,67
24,72,84,71,65,76,23,44
26,72,59,24,46,49,73,75
25,72,58,60,61,62,71,75
25,72,49,46,55,50,69,79
24,72,77,59,70,69,68,68
24,72,72,64,73,74,38,54
25,72,71,73,51,64,24,79
25,72,60,18,38,52,73,72
23,72,76,68,71,75,37,59
24,72,91,63,64,75,28,64
24,72,79,66,68,75,37,63
24,72,77,68,68,78,39,63
25,72,87,73,60,70,30,77
25,72,82,63,66,71,65,75
24,72,79,68,64,78,34,57
25,72,62,73,49,65,26,60
25,72,90,40,61,71,68,69
22,72,56,44,54,56,72,71
26,72,74,65,71,74,71,65
27,72,54,42,58,57,71,78
26,72,63,54,67,74,70,74
27,72,59,33,61,60,70,76
26,72,50,62,72,68,68,68
24,72,78,53,67,80,23,48
26,72,74,71,70,73,37,66
26,72,77,71,57,66,38,72
26,72,64,55,64,67,70,75
26,72,73,41,58,65,72,69
26,72,72,42,52,59,67,84
26,72,64,66,69,71,68,76
24,72,64,72,57,65,30,87
25,72,71,60,66,72,70,68
24,72,85,63,64,75,41,60
26,72,39,41,54,56,72,76
26,72,57,54,70,70,65,64
24,72,63,44,60,64,69,80
25,72,68,63,66,72,67,74
26,72,65,51,61,69,70,70
26,72,71,66,75,73,48,72
24,72,87,42,62,70,66,68
26,72,67,41,48,47,71,78
26,72,77,70,69,72,70,72
25,72,77,40,60,73,69,67
25,72,75,69,67,76,41,58
26,72,57,31,42,49,73,67
26,72,81,64,69,78,33,61
26,72,50,71,56,70,33,71
25,72,79,64,66,76,47,48
25,72,68,70,67,71,35,71
26,72,67,51,65,72,68,72
22,72,64,51,68,68,72,66
24,72,77,67,71,75,33,52
26,72,76,66,61,68,51,79
26,72,60,70,46,66,31,73
24,72,83,68,66,75,36,60
25,72,78,61,71,71,40,62
25,72,76,73,67,77,35,65
24,72,88,58,70,75,32,60
26,72,78,72,61,72,37,68
25,72,76,70,57,71,39,72
27,72,64,39,49,63,71,78
25,72,77,75,53,68,41,58
25,72,69,47,59,55,71,75
24,72,68,71,51,65,34,74
27,72,57,40,49,47,71,78
26,72,47,29,45,47,71,73
25,72,89,66,63,76,34,48
26,72,79,66,72,74,52,60
25,72,71,69,56,70,37,77
24,72,91,72,62,71,34,73
22,72,86,62,64,75,57,57
25,72,64,70,58,69,22,70
25,72,86,60,61,77,26,55
26,72,53,33,43,44,72,78
25,72,82,66,67,74,36,61
27,72,67,41,48,58,72,71
27,72,60,24,48,37,72,70
25,72,57,59,65,60,71,74
26,72,74,68,52,71,38,71
28,72,54,27,49,49,71,81
28,72,46,30,46,45,71,78
28,72,35,27,54,52,71,67
26,72,65,70,68,67,69,76
26,72,64,47,51,59,71,76
25,72,65,72,72,73,34,53
25,72,76,68,70,72,36,64
28,72,49,38,46,41,71,78
26,72,61,55,59,65,71,77
26,72,80,67,70,71,68,71
26,72,71,66,71,71,45,64
27,72,58,36,58,59,72,72
28,72,67,43,47,52,73,76
25,72,78,66,69,75,42,68
25,72,63,71,77,73,45,58
27,72,71,49,57,64,71,79
27,72,55,40,51,50,70,81
25,72,72,65,74,76,59,63
27,72,64,64,67,66,69,84
26,72,75,69,64,74,26,71
26,72,82,59,70,69,65,71
26,72,67,71,50,71,29,76
26,72,63,67,71,68,65,70
26,72,92,48,57,71,67,72
24,72,85,64,65,71,60,75
26,72,82,58,65,75,67,66
26,72,68,71,61,68,25,72
25,72,59,48,54,62,69,84
27,72,65,38,51,51,70,79
27,72,69,50,61,68,72,75
27,72,68,39,54,54,70,81
27,72,85,47,57,74,67,65
27,72,71,60,70,73,57,67
27,72,69,52,66,68,70,72
27,72,65,61,71,72,62,66
28,72,63,58,54,56,71,79
26,72,89,64,67,76,29,56
29,72,60,35,51,56,72,75
28,72,74,62,67,69,68,82
27,72,78,61,67,75,30,61
27,72,66,68,74,73,58,70
28,72,42,37,52,49,72,79
27,72,76,66,70,75,42,68
27,72,53,72,71,73,35,68
26,72,76,67,63,78,35,68
27,72,74,69,68,73,60,70
27,72,79,39,68,73,69,69
25,72,86,64,64,77,29,59
27,72,78,62,70,79,44,63
27,72,69,46,67,66,70,72
26,72,63,71,58,68,43,66
27,72,73,70,69,73,62,74
28,72,54,33,42,44,72,81
26,72,64,73,66,79,36,63
27,72,62,69,75,67,59,65
27,72,84,71,64,73,31,66
25,72,80,74,68,74,35,70
27,72,84,51,59,71,68,68
26,72,73,73,66,71,60,67
26,72,70,63,71,73,57,72
26,72,71,67,70,76,37,57
27,72,86,58,68,70,67,64
28,72,65,40,58,61,70,85
28,72,49,46,47,50,71,80
27,72,77,70,58,67,37,82
27,72,85,70,51,68,44,77
27,72,57,56,66,72,66,67
25,72,68,34,43,54,75,73
26,72,90,66,64,75,34,61
26,72,87,68,67,75,42,55
29,72,66,42,49,50,73,75
27,72,80,50,64,69,69,71
27,72,66,72,55,62,27,67
27,72,76,59,63,74,69,70
27,72,59,74,44,59,29,78
26,72,77,67,71,74,48,52
27,72,67,70,62,66,48,77
27,72,72,71,48,69,25,76
27,72,78,71,63,72,34,69
29,72,51,45,45,41,68,79
27,72,63,45,44,53,72,73
27,72,83,72,62,72,27,68
28,72,68,42,45,48,72,76
26,72,71,71,71,72,51,65
27,72,93,64,60,70,64,80
26,72,86,32,58,69,69,74
27,72,88,67,66,75,36,58
27,72,68,72,65,66,28,68
29,72,51,35,46,53,72,79
27,72,76,43,57,57,73,80
27,72,62,26,35,36,71,80
36,72,64,72,69,68,38,79
37,72,40,55,58,60,72,69
32,72,40,70,75,63,69,69
35,72,51,41,45,51,71,77
34,72,56,68,56,69,34,65
35,72,69,70,73,76,23,46
36,72,32,16,39,45,73,67
39,72,31,70,77,68,66,67
34,72,59,61,72,67,66,72
37,72,53,65,69,70,71,73
34,72,33,36,51,47,73,66
35,72,55,59,73,72,73,68
34,72,59,66,72,68,73,67
30,72,52,51,57,56,72,71
35,72,60,70,70,72,47,56
32,72,71,56,68,71,74,71
32,72,68,68,66,67,71,75
35,72,85,63,67,73,68,80
34,72,63,47,58,54,72,74
33,72,77,63,66,76,37,49
34,72,51,58,66,68,75,72
36,72,64,54,68,71,73,76
34,72,32,44,62,52,76,69
36,72,56,76,71,73,37,65
33,72,57,60,69,70,75,72
31,72,47,66,76,67,61,62
32,72,76,60,62,60,73,74
28,72,64,38,56,55,70,75
34,72,42,46,64,60,70,77
35,72,32,31,58,47,74,69
31,72,74,66,72,75,36,58
32,72,66,58,72,72,70,67
37,72,59,73,61,71,27,58
31,72,41,37,47,49,71,82
30,72,63,52,61,63,72,77
33,72,66,56,61,60,71,78
33,72,66,53,68,68,70,70
35,72,47,49,54,54,72,68
34,72,56,44,58,51,75,71
33,72,64,65,74,73,35,56
31,72,70,72,70,71,50,63
32,72,81,72,52,69,35,66
32,72,74,71,60,74,33,66
34,72,56,69,72,74,63,67
35,72,77,73,68,75,43,63
30,72,82,55,59,68,69,76
32,72,74,46,65,67,69,76
33,72,73,70,64,69,46,66
30,72,60,70,59,65,44,79
35,72,50,45,64,65,74,68
34,72,86,62,63,76,54,78
34,72,41,66,72,67,70,71
31,72,67,48,60,64,68,80
31,72,59,74,69,75,41,47
33,72,55,51,59,56,73,72
31,72,75,69,72,75,36,60
33,72,61,73,41,56,26,73
30,72,39,43,56,56,73,78
29,72,74,70,62,74,37,65
33,72,93,64,63,73,34,62
31,72,36,74,66,66,32,72
33,72,86,69,66,77,44,58
38,72,39,71,78,72,63,62
31,72,66,71,67,72,33,67
34,72,40,46,54,50,71,79
32,72,71,64,73,71,59,70
32,72,76,63,67,73,41,69
31,72,65,72,65,71,40,58
34,72,56,73,62,66,42,71
33,72,58,71,61,66,48,76
29,72,46,69,73,74,55,59
32,72,43,58,68,68,71,73
32,72,34,28,56,52,72,76
32,72,78,73,68,72,34,72
31,72,71,70,65,72,38,67
31,72,58,70,58,68,36,76
28,72,69,69,72,70,57,71
31,72,48,44,59,56,70,72
30,72,61,73,53,69,25,59
33,72,64,73,69,71,32,75
31,72,32,52,62,59,71,76
29,72,77,69,72,72,70,67
30,72,60,60,70,67,69,70
33,72,53,37,56,50,72,73
30,72,72,52,64,67,71,69
31,72,82,69,65,75,66,64
31,72,78,69,67,71,54,66
29,72,89,66,68,79,29,57
31,72,80,69,61,66,67,80
32,72,41,38,52,52,73,76
30,72,67,55,69,64,67,81
32,72,71,68,69,73,26,51
30,72,73,46,56,63,73,84
33,72,38,72,68,64,66,81
36,72,64,72,53,67,31,73
32,72,68,53,60,63,73,74
27,72,59,73,44,64,34,72
29,72,54,60,73,68,71,72
37,72,62,63,72,66,65,75
33,72,67,69,66,74,37,67
32,72,77,64,71,73,61,69
31,72,85,69,70,79,31,56
30,72,52,70,53,64,32,75
34,72,70,46,64,67,68,65
31,72,75,68,71,77,37,59
33,72,63,26,44,52,72,74
30,72,50,42,60,60,71,73
30,72,49,34,50,56,73,72
29,72,84,69,68,79,38,49
30,72,81,64,66,69,68,77
28,72,73,72,57,69,29,64
28,72,77,56,69,73,71,64
29,72,46,68,78,68,63,64
29,72,71,71,62,73,37,68
33,72,82,39,58,62,69,78
29,72,73,68,72,73,38,59
28,72,49,59,73,64,67,77
32,72,54,71,60,66,36,68
28,72,49,41,69,74,65,58
29,72,71,44,66,69,72,69
30,72,57,36,50,44,70,82
28,72,72,71,71,74,35,70
30,72,58,74,58,64,30,71
32,72,62,62,72,70,66,77
32,72,64,42,62,61,72,73
30,72,67,47,67,61,72,73
29,72,68,67,74,73,65,68
27,72,77,67,68,77,30,49
32,72,70,69,62,72,31,70
31,72,64,69,71,71,66,75
28,72,71,53,72,74,68,72
29,72,35,52,65,60,72,71
27,72,68,65,73,73,61,66
28,72,91,63,65,74,25,53
33,72,66,62,72,74,39,55
32,72,68,70,70,73,40,75
31,72,43,27,56,55,71,79
28,72,65,70,52,70,23,64
32,72,73,59,67,67,68,79
28,72,81,39,63,66,69,76
30,72,64,47,67,70,70,71
30,72,55,65,73,71,67,67
31,72,64,61,70,72,69,70
28,72,89,67,66,73,29,63
27,72,79,74,70,77,42,56
28,72,70,67,71,70,65,72
34,72,73,70,66,72,34,71
27,72,73,64,71,73,56,67
27,72,84,67,62,75,32,67
29,72,67,48,65,69,71,76
29,72,51,55,56,51,71,77
29,72,86,67,66,75,44,64
31,72,61,43,68,68,71,69
31,72,68,69,74,74,61,76
28,72,79,68,61,72,35,72
31,72,66,71,69,72,63,63
30,72,72,27,55,53,70,83
29,72,57,40,45,52,73,78
29,72,77,68,70,72,59,69
28,72,67,70,63,73,43,71
33,72,54,55,64,72,71,75
27,72,86,70,66,72,49,76
29,72,68,65,73,75,37,66
31,72,56,36,54,43,70,76
28,72,49,41,63,60,71,69
29,72,76,31,64,67,68,76
29,72,53,47,65,66,70,71
28,72,87,72,65,68,31,72
27,72,73,52,66,69,70,69
30,72,75,69,68,74,41,61
27,72,75,64,67,78,38,60
28,72,71,53,66,69,68,77
27,72,77,68,67,76,33,54
28,72,78,64,66,80,34,52
28,72,76,40,64,73,72,71
26,72,81,66,69,73,28,59
29,72,56,71,58,70,48,70
32,72,69,60,71,74,64,66
29,72,71,72,57,69,33,73
27,72,86,70,61,74,52,73
29,72,74,61,69,72,67,68
27,72,63,33,49,56,70,80
29,72,67,58,69,70,67,76
29,72,73,46,67,73,68,69
28,72,78,63,66,73,68,66
27,72,85,67,69,74,34,60
28,72,75,63,66,78,38,40
30,72,59,63,73,68,62,71
27,72,82,58,72,70,41,59
30,72,73,60,69,68,70,66
27,72,74,71,64,71,27,72
28,72,67,72,63,72,36,61
32,72,72,71,56,69,24,69
27,72,72,48,67,73,68,67
31,72,71,71,71,72,40,66
32,72,57,50,58,62,72,72
31,72,57,69,73,74,50,66
28,72,66,37,53,55,70,80
27,72,81,46,69,72,66,69
34,72,53,38,57,61,71,71
29,72,81,49,66,69,67,79
28,72,81,70,64,78,42,57
32,72,77,74,61,75,35,56
33,72,67,62,62,67,70,75
29,72,89,68,65,74,29,58
28,72,75,49,67,71,70,70
28,72,72,68,66,71,59,80
25,72,67,63,71,72,67,70
30,72,39,76,55,58,40,85
28,72,77,53,66,71,69,69
29,72,71,71,64,69,34,72
30,72,56,28,47,53,74,71
29,72,75,71,70,72,45,66
27,72,76,67,68,75,48,58
27,72,79,68,68,72,26,69
27,72,69,60,68,68,66,77
32,72,67,52,58,69,71,74
30,72,54,70,52,67,29,71
27,72,90,65,62,77,26,57
27,72,75,67,72,72,45,64
33,72,64,71,52,67,38,82
30,72,62,69,56,64,32,81
29,72,33,49,46,44,71,78
28,72,78,72,62,70,27,71
28,72,59,74,56,66,40,77
27,72,71,60,67,72,66,77
34,72,69,71,49,70,25,70
32,72,69,36,57,48,72,70
29,72,65,26,51,54,74,68
30,72,87,67,64,74,34,46
28,72,57,74,56,65,40,73
28,72,81,41,57,66,67,71
29,72,75,57,62,69,68,81
30,72,70,72,63,65,32,66
26,72,71,68,66,73,36,61
28,72,67,59,66,71,71,76
28,72,73,58,62,67,70,76
31,72,85,71,62,73,38,69
31,72,76,72,60,68,35,73
31,72,64,70,63,66,36,74
32,72,30,40,53,46,73,76
29,72,37,42,56,55,73,84
29,72,80,61,73,76,65,76
29,72,88,42,60,69,67,74
30,72,76,61,69,71,66,63
27,72,77,65,65,75,52,64
27,72,79,61,71,74,39,49
31,72,74,48,63,71,69,77
29,72,72,69,66,75,49,65
30,72,45,31,43,49,74,73
26,72,69,69,63,69,66,84
30,72,63,64,69,73,60,75
27,72,84,65,66,73,36,65
27,72,74,62,69,72,65,72
25,72,76,64,70,74,39,62
27,72,71,66,71,72,52,69
28,72,69,66,72,73,43,60
27,72,77,59,67,72,68,69
29,72,84,62,67,74,34,66
28,72,54,47,60,60,72,81
30,72,52,51,53,52,73,75
30,72,67,54,64,68,72,80
27,72,81,68,61,71,31,68
27,72,77,66,65,76,24,46
31,72,79,46,57,65,69,72
29,72,71,71,54,69,32,78
29,72,74,60,63,68,69,71
33,72,44,34,50,46,69,79
28,72,82,66,68,72,56,66
29,72,85,53,68,72,66,65
28,72,83,56,66,71,69,66
27,72,80,58,68,72,63,71
30,72,65,40,60,62,72,81
29,72,91,68,62,75,33,66
35,72,60,54,58,53,71,78
35,72,72,68,69,73,46,73
27,72,85,63,71,73,38,49
27,72,66,61,70,73,39,55
35,72,86,70,73,77,37,54
27,72,82,67,62,73,25,64
27,72,81,69,58,76,29,50
27,72,72,76,61,64,36,62
27,72,69,74,60,71,29,56
35,72,80,45,59,61,70,62
35,72,74,44,64,62,71,70
27,72,72,50,69,60,72,74
31,72,49,44,53,49,70,81
35,72,65,47,68,56,73,71
27,72,62,53,63,63,70,76
35,72,51,46,67,64,74,66
31,72,66,55,69,67,73,63
27,72,68,45,62,67,73,78
31,72,73,55,71,71,73,66
35,72,72,47,66,61,72,77
31,72,70,62,72,73,43,56
31,72,76,54,73,77,41,47
31,72,69,63,73,72,37,56
35,72,63,65,74,75,24,58
31,72,37,77,51,61,27,72
31,72,82,63,60,74,25,62
35,72,69,61,61,70,75,66
26,72,68,66,68,76,41,65
27,72,75,67,69,70,68,81
27,72,70,70,67,74,32,65
29,72,43,43,58,52,69,89
31,72,76,59,63,69,69,67
31,72,75,72,60,67,32,70
31,72,49,32,49,48,70,79
27,72,73,69,66,75,27,62
32,72,61,64,70,70,54,59
29,72,81,63,69,74,45,62
35,72,74,64,70,74,67,76
27,72,86,56,59,71,70,70
27,72,78,54,69,71,58,61
29,72,76,45,63,70,69,63
29,72,57,65,75,70,67,62
26,72,77,63,67,74,34,62
18,71,63,29,57,55,71,72
19,71,65,57,73,76,54,46
20,71,78,54,67,77,43,58
18,71,79,61,66,75,34,67
19,71,69,43,58,63,67,76
20,71,86,61,60,77,30,43
19,71,68,59,70,68,69,69
21,71,51,51,64,64,69,82
19,71,66,68,69,73,57,67
18,71,73,65,70,71,52,60
19,71,78,66,66,74,37,63
22,71,55,37,54,59,69,81
22,71,84,50,57,64,68,82
21,71,64,29,50,55,71,70
21,71,77,52,64,71,67,75
21,71,70,67,67,75,50,60
19,71,58,31,53,51,73,72
19,71,82,68,62,75,34,60
20,71,82,56,61,67,67,73
22,71,72,48,61,67,71,70
21,71,88,69,49,68,36,60
21,71,74,44,58,64,68,77
21,71,77,51,67,67,67,78
22,71,60,30,50,57,71,65
20,71,90,55,61,75,65,63
20,71,65,39,60,60,71,76
21,71,75,62,63,74,42,64
20,71,80,40,61,73,67,65
22,71,79,36,63,70,67,70
19,71,84,58,57,73,68,72
20,71,91,67,52,70,23,71
22,71,86,58,69,75,61,81
22,71,63,32,51,57,73,63
21,71,69,66,70,75,65,73
22,71,67,57,62,62,70,67
22,71,73,71,60,67,44,67
20,71,73,43,64,68,69,68
21,71,68,51,65,75,71,59
20,71,72,57,66,73,70,69
20,71,78,70,52,69,34,66
20,71,77,53,70,73,60,63
22,71,71,33,45,59,69,75
20,71,74,59,66,69,67,74
24,71,63,54,50,52,70,76
21,71,71,54,71,80,37,51
24,71,65,33,53,59,71,72
22,71,60,52,68,71,60,75
21,71,79,71,57,65,26,72
23,71,86,67,61,74,32,55
20,71,61,32,42,52,70,74
23,71,85,72,66,71,36,61
22,71,62,35,48,58,70,69
20,71,85,69,60,76,31,63
21,71,67,60,73,71,44,58
21,71,84,63,60,77,32,63
22,71,82,55,69,79,51,52
23,71,80,35,63,70,66,60
21,71,69,71,72,71,65,70
20,71,76,69,54,71,22,66
22,71,72,66,66,71,66,73
22,71,76,62,68,72,37,53
23,71,65,68,73,76,23,35
24,71,52,25,46,53,71,75
22,71,84,69,54,72,20,83
23,71,76,70,60,71,35,62
21,71,75,59,66,78,35,58
21,71,67,49,66,73,67,67
22,71,80,64,65,74,39,64
21,71,54,51,74,70,66,60
21,71,66,68,66,73,51,70
23,71,54,34,42,52,73,66
23,71,67,72,59,69,25,66
23,71,83,42,58,67,67,72
21,71,40,27,43,49,70,76
23,71,77,61,66,73,38,62
22,71,74,59,69,75,67,58
20,71,82,70,66,71,41,65
24,71,65,57,70,69,68,65
25,71,56,58,69,67,70,69
23,71,77,67,69,72,65,76
24,71,84,71,50,66,26,67
23,71,69,36,55,65,71,74
23,71,80,44,60,66,68,75
24,71,79,66,70,70,35,60
23,71,58,34,45,48,70,74
23,71,65,71,56,63,28,74
23,71,68,68,51,70,36,71
21,71,67,29,66,69,71,70
22,71,71,70,48,69,26,62
